0_0_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
1_1_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
2_2_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
3_3_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
4_4_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
5_5_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
6_6_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
7_7_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
8_8_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
9_9_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
10_10_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
11_11_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
12_12_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
13_13_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
14_14_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
15_15_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
16_16_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
17_17_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
18_18_225_36_0_28_47_64_0_0_0_0_0_24_0_[0, 0, 4, 64]_[0, 64, 50, 0]
