0_0_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
1_1_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
2_2_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
3_3_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
4_4_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
5_5_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
6_6_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
7_7_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
8_8_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
9_9_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
10_10_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
11_11_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
12_12_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
13_13_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
14_14_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
15_15_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
16_16_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
17_17_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
18_18_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
19_19_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
20_20_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
21_21_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
22_22_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
23_23_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
24_24_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
25_25_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
26_26_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
27_27_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
28_28_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
29_29_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
30_30_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
31_31_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
32_32_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
33_33_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
34_34_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
35_35_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
36_36_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
37_37_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
38_38_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
39_39_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
40_40_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
41_41_220_60_0_23_32_64_0_0_0_0_0_24_0_[0, 0, 1, 64]_[0, 64, 50, 0]
